tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes
tt14588796,movie,Creation is Violent: Anecdotes on Kinski's Final Years,Creation Is Violent: Anecdotes from Kinski's Final Years,0,2021,\N,81,Documentary,7.2,70
tt21105692,movie,Evlat Olsa Sevilmez,Evlat Olsa Sevilmez,0,2022,\N,\N,Comedy,7.2,51
tt21970986,movie,Roy Orbison Forever,Roy Orbison Forever,0,2022,\N,56,Documentary,7.2,62
tt28554508,movie,National Theatre Live: Best of Enemies,National Theatre Live: Best of Enemies,0,2023,\N,166,Drama,7.2,59
tt2252298,movie,The Human Trial,The Human Trial,0,2022,\N,91,Documentary,7.2,78
tt23770926,movie,A Camisa Mais Pesada do Mundo,A Camisa Mais Pesada do Mundo,0,2022,\N,\N,Documentary,7.2,53
tt24079694,movie,Joonam,Joonam,0,2023,\N,100,Documentary,7.2,61
tt22766520,movie,Breathe,Respire,0,2022,\N,90,Drama,7.2,77
tt29522140,movie,Rain Town,Rain Town,0,2023,\N,115,Drama,7.2,79
tt27023385,movie,Coconut Head Generation,Coconut Head Generation,0,2023,\N,89,Documentary,7.2,58
tt26776046,movie,Coração de Neon,Coração de Neon,0,2023,\N,100,Drama,7.2,84
tt26591046,movie,44 Hours,44 Hours,0,2022,\N,83,Documentary,7.2,57
tt27989206,movie,The Dmitriev Affair,The Dmitriev Affair,0,2023,\N,93,Documentary,7.2,86
tt24577296,movie,The Cemetery of Cinema,Au cimetière de la pellicule,0,2023,\N,93,Documentary,7.2,80
tt23810032,movie,Balabanov. Kolokolnya. Rekviyem,Balabanov. Kolokolnya. Rekviyem,0,2022,\N,115,Documentary,7.2,80
tt28202433,movie,Infiltrados: Venezuela,Infiltrados: Venezuela,0,2023,\N,\N,Documentary,7.2,69
tt26081734,movie,Secret Space UFOs: Fastwalkers,Secret Space UFOs: Fastwalkers,0,2023,\N,\N,Documentary,7.2,61
tt30700968,movie,The Story of Our Time: The Making of Oppenheimer,The Story of Our Time: The Making of Oppenheimer,0,2023,\N,72,Documentary,7.2,77
tt27797155,movie,Saving Venice,Saving Venice,0,2022,\N,87,Documentary,7.2,56
tt3309672,movie,And Still I Sing,And Still I Sing,0,2022,\N,90,Documentary,7.2,59
tt7401536,movie,The Take Out Move,The Take Out Move,0,2022,\N,74,Comedy,7.2,69
tt7684904,movie,A Parked Life,A Parked Life,0,2022,\N,76,Documentary,7.2,63
tt7512876,movie,Three Brothers,Tres hermanos,0,2022,\N,86,Drama,7.2,62
tt13205094,movie,Disco Ruin,Disco Ruin,0,2021,\N,115,Documentary,7.1,53
tt13889482,movie,Adam + Eve,Adam + Eve,0,2022,\N,120,Drama,7.1,76
tt14030552,movie,Kid Candidate,Kid Candidate,0,2021,\N,67,Documentary,7.1,63
tt14104764,movie,Delphine's Prayers,Les prières de Delphine,0,2021,\N,90,Documentary,7.1,63
tt11737778,movie,Anbulla Ghilli,Anbulla Ghilli,0,2022,\N,\N,Comedy,7.1,58
tt11718596,movie,The Covenant,The Covenant,0,2023,\N,95,Drama,7.1,70
tt11279448,movie,The Blonde Experiment,The Blonde Experiment,0,2022,\N,85,Comedy,7.1,53
tt13660896,movie,Anna,Anna,0,2023,\N,119,Drama,7.1,83
tt11348498,movie,A Wolfpack Called Ernesto,Una jauría llamada Ernesto,0,2023,\N,81,Documentary,7.1,63
tt10504026,movie,Women in Black,Women in Black,0,2023,\N,112,Comedy,7.1,59
tt13973404,movie,Zuhur's Daughters,Zuhurs Töchter,0,2021,\N,89,Documentary,7.1,58
tt14890886,tvMovie,As Loud as You Can,So laut du kannst,0,2022,\N,\N,Drama,7.1,88
tt18351318,movie,Black Mambas,Black Mambas,0,2022,\N,81,Documentary,7.1,70
tt16262836,movie,Grain,Grain,0,2021,\N,80,Documentary,7.1,54
tt17799796,movie,A Taste of Whale,A Taste of Whale,0,2022,\N,85,Documentary,7.1,56
tt15964400,movie,The Treasures of Crimea,The Treasures of Crimea,0,2021,\N,82,Documentary,7.1,51
tt15001002,movie,Above Water,Marcher sur l'eau,0,2021,\N,90,Documentary,7.1,76
tt14266422,movie,Soy libre,Soy libre,0,2021,\N,78,Documentary,7.1,69
tt21056848,movie,The Youth Governor,The Youth Governor,0,2022,\N,86,Documentary,7.1,69
tt14814326,movie,Eric Clapton: Standing at the Crossroads,Eric Clapton: Standing at the Crossroads,0,2021,\N,92,Documentary,7.1,90
tt18070200,movie,"Jacques Tati, tombé de la lune","Jacques Tati, tombé de la lune",0,2021,\N,60,Documentary,7.1,75
tt15710474,movie,Along the Way,Along the Way,0,2022,\N,80,Drama,7.1,85
tt15153914,movie,Rosy,Rosy,0,2021,\N,90,Documentary,7.1,72
tt19846046,movie,I Won't Die,Nem halok meg,0,2023,\N,90,Documentary,7.1,51
tt21221998,movie,Grutto!,Grutto!,0,2022,\N,97,Documentary,7.1,67
tt28669158,movie,Homecoming,Máhccan,0,2023,\N,76,Documentary,7.1,60
tt28945048,movie,Andy Warhol: The American Dream,Andy Warhol - americký sen,0,2023,\N,104,Documentary,7.1,82
tt29137389,tvMovie,Daum - Triumphe & Schicksale,Daum - Triumphe & Schicksale,0,2023,\N,\N,Documentary,7.1,62
tt21810812,movie,Saint Michael Meet the Angel,Saint Michael Meet the Angel,0,2022,\N,90,Documentary,7.1,50
tt21962230,movie,Harambe,Harambe,0,2023,\N,\N,Documentary,7.1,55
tt27480377,movie,The Rise of Wagner,The Rise of Wagner,0,2023,\N,104,Documentary,7.1,54
tt28017314,movie,Oppenheimer After Trinity,Oppenheimer After Trinity,0,2023,\N,58,Documentary,7.1,56
tt29380353,tvMovie,The Affair,The Affair,0,2023,\N,\N,Drama,7.1,65
tt21998500,movie,Pray for Our Sinners,Pray for Our Sinners,0,2022,\N,81,Documentary,7.1,69
tt24860266,movie,A Verry Merry Hood Christmas,A Verry Merry Hood Christmas,0,2022,\N,\N,Comedy,7.1,63
tt30184788,movie,Girl for a Day,Un jour fille,0,2023,\N,97,Drama,7.1,53
tt27843451,movie,Tsugaru Lacquer Girl,Bakanuri no musume,0,2023,\N,118,Drama,7.1,84
tt29529917,movie,Warnow: Reis naar het Noorderlicht,Warnow: Reis naar het Noorderlicht,0,2023,\N,98,Documentary,7.1,52
tt29926368,tvMovie,Talking Doctor Who,Talking Doctor Who,0,2023,\N,59,Documentary,7.1,58
tt21438476,movie,Bentu,Bentu,0,2022,\N,70,Drama,7.1,59
tt21831664,movie,"Munch: Love, Ghosts and Lady Vampires","Munch: Love, Ghosts and Lady Vampires",0,2022,\N,90,Documentary,7.1,63
tt29245451,movie,"Bisbal, el documental","Bisbal, el documental",0,2023,\N,109,Documentary,7.1,51
tt30802611,movie,Afonso Padilha - Gerações,Afonso Padilha - Gerações,0,2023,\N,64,Comedy,7.1,77
tt21392886,movie,Dance Dads,Dance Dads,0,2022,\N,84,Comedy,7.1,65
tt30135193,movie,Young Steppas,Young Steppas,0,2023,\N,55,Drama,7.1,52
tt28361422,tvMovie,Blackadder: A Cunning Story,Blackadder: A Cunning Story,0,2023,\N,88,Documentary,7.1,75
tt27121101,movie,Kleinkinderen van de Oost,Kleinkinderen van de Oost,0,2023,\N,74,Documentary,7.1,84
tt8906960,movie,Taking Venice,Taking Venice,0,2023,\N,98,Documentary,7.1,76
tt7513844,movie,A Nomad River,A Nomad River,0,2021,\N,69,Drama,7.1,54
tt8019750,movie,Beneath the Banyan Tree,Beneath the Banyan Tree,0,2021,\N,110,Drama,7.1,59
tt9774740,movie,Chasing Whiskey,Chasing Whiskey,0,2021,\N,\N,Documentary,7.1,81
tt10097442,movie,I Believe,Li Wo Yuan Yi Dian,0,2023,\N,94,Drama,7.0,66
tt13273264,movie,The Diabetes Solution,The Diabetes Solution,0,2021,\N,\N,Documentary,7.0,62
tt14022920,movie,Slam,Derrapada,0,2022,\N,103,Drama,7.0,56
tt11106034,movie,Knitting,O Novelo,0,2021,\N,95,Drama,7.0,76
tt12741730,movie,Karona,Karona,0,2021,\N,\N,Comedy,7.0,66
tt12158846,movie,Una casa sin cortinas,Una casa sin cortinas,0,2021,\N,92,Documentary,7.0,73
tt12362542,movie,God & Salsa,God & Salsa,0,2022,\N,\N,Drama,7.0,59
tt12116082,movie,A Place in the Field,A Place in the Field,0,2022,\N,84,Drama,7.0,54
tt10919732,movie,A Light Through Coloured Glass,A Light Through Coloured Glass,0,2022,\N,105,Drama,7.0,60
tt11469884,movie,Palazzo Di Cozzo,Palazzo Di Cozzo,0,2021,\N,86,Documentary,7.0,76
tt14787234,tvMovie,What Are We Feeding Our Kids?,What Are We Feeding Our Kids?,0,2021,\N,58,Documentary,7.0,57
tt20517186,movie,The Visitors,The Visitors,0,2022,\N,83,Documentary,7.0,55
tt19550082,movie,Yellow Bus,Yellow Bus,0,2023,\N,112,Drama,7.0,55
tt15676864,movie,Edge of Everything,Edge of Everything,0,2023,\N,81,Drama,7.0,88
tt15089738,movie,Angel De Mi Vida,Angel De Mi Vida,0,2021,\N,\N,Drama,7.0,56
tt17058302,movie,A Mãe,A Mãe,0,2022,\N,80,Drama,7.0,73
tt17423738,tvMovie,Sold: Sex Slaves Next Door,Sold: Sex Slaves Next Door,0,2022,\N,44,Documentary,7.0,59
tt16044704,movie,Santa Lucia,Santa Lucia,0,2021,\N,76,Drama,7.0,57
tt21232072,movie,The Lump in My Heart,Atsui munasawagi,0,2022,\N,92,Drama,7.0,70
tt14146670,movie,Charcoal Skies,Charcoal Skies,0,2022,\N,100,Drama,7.0,65
tt14902356,movie,The Rebellious Olivia de Havilland,"Olivia de Havilland, L'insoumise",0,2021,\N,56,Documentary,7.0,60
tt18260436,movie,Tolyatti Adrift,Tolyatti Adrift,0,2022,\N,70,Documentary,7.0,67
tt15681824,movie,Siete perros,Siete perros,0,2021,\N,83,Drama,7.0,58
tt15162634,movie,Mr. Osomatsu: The Movie,Eiga Osomatsu-san,0,2022,\N,\N,Comedy,7.0,55
tt14868480,movie,A Thousand Fires,A Thousand Fires,0,2021,\N,90,Documentary,7.0,61
tt18968964,movie,Nederland onder water,Nederland onder water,0,2022,\N,52,Documentary,7.0,52
tt15320036,movie,The Irritable Heart,The Irritable Heart,0,2021,\N,62,Documentary,7.0,53
tt17526214,tvMovie,Le cinéma inventé : quand le cinéma cherchait sa voix,Le cinéma inventé : quand le cinéma cherchait sa voix,0,2021,\N,102,Documentary,7.0,55
tt17526514,movie,Media Crash - Qui a tué le débat public?,Media Crash - Qui a tué le débat public?,0,2022,\N,85,Documentary,7.0,65
tt21144238,movie,Erasmus in Gaza,Erasmus in Gaza,0,2022,\N,88,Documentary,7.0,71
tt14726184,movie,Exhibition on Screen: Sunflowers,Exhibition on Screen: Sunflowers,0,2021,\N,85,Documentary,7.0,59
tt18502434,movie,Fez Summer '55,Fez Summer '55,0,2023,\N,117,Drama,7.0,59
tt21362640,movie,Great White Open Ocean,Great White Open Ocean,0,2022,\N,55,Documentary,7.0,65
tt14927202,movie,Crossover,Crossover,0,2021,\N,\N,Drama,7.0,68
tt14552724,movie,Julia & I,Julia&Jag,0,2021,\N,80,Documentary,7.0,51
tt15892144,movie,The Griot,The Griot,0,2021,\N,109,Drama,7.0,55
tt23711782,tvMovie,Edward VIII: Britain's Traitor King,Edward VIII: Britain's Traitor King,0,2022,\N,\N,Documentary,7.0,70
tt29580988,movie,Renessanseprinsen,Renessanseprinsen,0,2023,\N,80,Documentary,7.0,63
tt29607155,movie,Why Do They Write on Walls?,De Ce Scriu Astia Pe Pereti?,0,2023,\N,85,Documentary,7.0,50
tt26898676,movie,Archier Gallery,Archier Gallery,0,2023,\N,\N,Drama,7.0,53
tt23325790,movie,Too Close,Too Close/Apropierea,0,2022,\N,85,Documentary,7.0,60
tt28819828,movie,Concerning My Daughter,Ttale daehayeo,0,2023,\N,106,Drama,7.0,69
tt22751034,movie,AJAX: Parels van Amsterdam,AJAX: Parels van Amsterdam,0,2022,\N,104,Documentary,7.0,61
tt21964678,movie,Op tijd terug,Op tijd terug,0,2022,\N,\N,Drama,7.0,76
tt21388904,movie,Xalé,Xalé,0,2022,\N,101,Drama,7.0,53
tt27500712,movie,Terminal Young,Terminal Young,0,2023,\N,128,Comedy,7.0,59
tt22718042,movie,On Earth as in Heaven,Sur la terre comme au ciel,0,2023,\N,118,Drama,7.0,83
tt22463110,movie,Stuntwomen,Cascadeuses,0,2022,\N,85,Documentary,7.0,56
tt27766646,movie,Godard by Godard,Godard par Godard,0,2023,\N,60,Documentary,7.0,60
tt29452337,movie,The Highest Brasil,The Highest Brasil,0,2023,\N,106,Drama,7.0,57
tt22042786,movie,Svilen konac,Svilen konac,0,2023,\N,84,Drama,7.0,70
tt29361873,movie,Mourning in Lod,Mourning in Lod,0,2023,\N,73,Documentary,7.0,50
tt27428262,movie,Fauna,Fauna,0,2023,\N,74,Documentary,7.0,53
tt2490578,movie,The Ants & the Grasshopper,The Ants & the Grasshopper,0,2021,\N,74,Documentary,7.0,56
tt27751400,movie,The Dark Emu Story,The Dark Emu Story,0,2023,\N,95,Documentary,7.0,62
tt26347460,movie,A Golden Life,Or de vie,0,2023,\N,85,Documentary,7.0,57
tt22037048,movie,The Crown Shyness,La timidezza delle chiome,0,2022,\N,96,Documentary,7.0,57
tt26812510,movie,El caso Monroy,El caso Monroy,0,2022,\N,95,Drama,7.0,66
tt30248814,movie,I Am Not Myself,Ana Machi Ana,0,2023,\N,117,Comedy,7.0,79
tt27193714,movie,The Great Nothing,Velké nic,0,2023,\N,103,Documentary,7.0,59
tt21818964,movie,The Legacy of the Texas Chain Saw Massacre,The Legacy of the Texas Chain Saw Massacre,0,2022,\N,87,Documentary,7.0,84
tt23027202,movie,The Many Lives of Edouard Louis,"Édouard Louis, ou la transformation",0,2022,\N,72,Documentary,7.0,51
tt9565196,movie,A Place Called Home,A Place Called Home,0,2022,\N,103,Drama,7.0,88
tt7176058,movie,More Than I Deserve,Yoter Mema Shemagia Li,0,2021,\N,82,Drama,7.0,65
tt5574806,movie,Boblo Boats: A Detroit Ferry Tale,Boblo Boats: A Detroit Ferry Tale,0,2022,\N,79,Documentary,7.0,63
tt6363696,movie,Rodantes,Rodantes,0,2021,\N,99,Drama,7.0,86
tt9309774,movie,The Starter Marriage,The Starter Marriage,0,2021,\N,96,Comedy,7.0,57
tt9278312,movie,Spiral,Spiral,0,2021,\N,92,Drama,7.0,59
tt12214676,movie,Between the Rains,Between the Rains,0,2023,\N,82,Documentary,6.9,74
tt12617484,movie,Wuhan Wuhan,Wuhan Wuhan,0,2021,\N,90,Documentary,6.9,88
tt12036106,movie,Birth of Planet Earth,Birth of Planet Earth,0,2023,\N,50,Documentary,6.9,61
tt11876478,movie,How to Be a Classy Tramp,Hvernig á að vera Klassa Drusla,0,2021,\N,87,Comedy,6.9,58
tt11419488,movie,Sharaf,Sharaf,0,2021,\N,95,Drama,6.9,70
tt13885330,movie,Charlie,Charlie,0,2022,\N,93,Drama,6.9,50
tt13274182,movie,As Real As You Make It,As Real as You Make It,0,2022,\N,90,Comedy,6.9,88
tt13244426,movie,Svedsko srce moje majke,Svedsko srce moje majke,0,2021,\N,88,Drama,6.9,51
tt15414254,tvMovie,Doubts,Doutes,0,2021,\N,68,Drama,6.9,80
tt14949302,movie,Who We Love,Who We Love,0,2021,\N,92,Drama,6.9,88
tt15278706,movie,Beautiful One,Beautiful One,0,2022,\N,\N,Drama,6.9,52
tt15496620,movie,Plastic Island,Pulau Plastik,0,2021,\N,98,Documentary,6.9,86
tt16421260,tvMovie,Beauty and the Beast: A Comic Relief Pantomime for Christmas,Beauty and the Beast: A Comic Relief Pantomime for Christmas,0,2021,\N,\N,Comedy,6.9,53
tt15123740,movie,Our Happiest Days,Nuestros días más felices,0,2021,\N,100,Drama,6.9,84
tt15192618,movie,Strange Fruit: Tale of a Black Girl Lost,Strange Fruit: Tale of a Black Girl Lost,0,2021,\N,\N,Drama,6.9,72
tt14200364,movie,Fulci Talks,Fulci Talks,0,2021,\N,80,Documentary,6.9,83
tt14786652,movie,Mom n' Pop: The Indie Video Store Boom of the 80s/90s,Mom n' Pop: The Indie Video Store Boom of the 80s/90s,0,2022,\N,80,Documentary,6.9,63
tt14412532,movie,The Rapist,The Rapist,0,2021,\N,132,Drama,6.9,64
tt14944872,movie,When a City Rises,When a City Rises,0,2021,\N,100,Documentary,6.9,67
tt16539122,movie,Love and triangles,Love and triangles,0,2022,\N,86,Drama,6.9,57
tt17676876,tvMovie,Putin: Return of the Russian Bear,"Poutine, le retour de l'ours dans la danse",0,2022,\N,54,Documentary,6.9,63
tt15132378,movie,The Forgotten Ones,"Mizrahim, les oubliés de la Terre Promise",0,2021,\N,93,Documentary,6.9,52
tt21328354,movie,Mihai Viteazul: Printul Intrat In Legenda Europei,Mihai Viteazul: Printul Intrat In Legenda Europei,0,2022,\N,69,Drama,6.9,62
tt14662334,movie,The Business of Christmas 2,The Business of Christmas 2,0,2021,\N,85,Drama,6.9,50
tt14269046,movie,The Girl in the Fountain,The Girl in the Fountain,0,2021,\N,80,Documentary,6.9,78
tt18260466,tvMovie,The French New Wave: A Cinema Revolution,"La Nouvelle Vague, une bande à part",0,2022,\N,56,Documentary,6.9,50
tt14599510,movie,The Other Side of the River,The Other Side of the River,0,2021,\N,98,Documentary,6.9,69
tt15711476,movie,2018: The Ultimate Test,2018: The Ultimate Test,0,2021,\N,111,Documentary,6.9,77
tt18927992,movie,When Are You Moving Out?,When Are You Moving Out?,0,2022,\N,87,Comedy,6.9,55
tt15583714,movie,Inside the Uffizi,In den Uffizien,0,2021,\N,96,Documentary,6.9,51
tt27503706,movie,Disco Afrika: A Malagasy Story,Disco Afrika : une histoire malgache,0,2023,\N,81,Drama,6.9,85
tt23182000,movie,Clorindo Testa,Clorindo Testa,0,2022,\N,100,Documentary,6.9,70
tt28239832,movie,A Room of His Own,A Room of His Own,0,2023,\N,81,Drama,6.9,50
tt27148327,movie,Vintersaga,Vintersaga,0,2023,\N,82,Documentary,6.9,85
tt22801988,movie,Bassifondi,Bassifondi,0,2022,\N,94,Drama,6.9,74
tt26340586,movie,Virgilio.,Virgilio.,0,2022,\N,88,Documentary,6.9,55
tt26422310,movie,Fenomen,Fenomen,0,2023,\N,95,Documentary,6.9,80
tt26687230,movie,Suspicious Minds,Suspicious Minds,0,2023,\N,88,Drama,6.9,90
tt28631188,movie,Twittering Soul,Twittering Soul,0,2023,\N,70,Drama,6.9,82
tt23133154,movie,White Balls on Walls,White Balls on Walls,0,2022,\N,90,Documentary,6.9,79
tt29686174,movie,"Roma, santa e dannata","Roma, santa e dannata",0,2023,\N,91,Documentary,6.9,68
tt21998496,movie,Free Money,Free Money,0,2022,\N,78,Documentary,6.9,69
tt25032152,movie,Soy Inocente,Soy Inocente,0,2023,\N,\N,Comedy,6.9,68
tt27565218,movie,Patrida,Patrida,0,2021,\N,67,Documentary,6.9,65
tt29885118,movie,My Sex Doll 2,Phrom Ruk Yai Tukkata Son Rak 2,0,2023,\N,100,Comedy,6.9,82
tt23713066,movie,Zhanna,Zhanna,0,2022,\N,102,Drama,6.9,67
tt21799852,movie,Don't Get Eaten,Don't Get Eaten,0,2023,\N,\N,Comedy,6.9,67
tt8361716,movie,Earthlings,Earthlings,0,2023,\N,79,Drama,6.9,83
tt8845382,movie,Hazing,Hazing,0,2022,\N,104,Documentary,6.9,55
tt7196230,movie,The Wild One,The Wild One,0,2022,\N,94,Documentary,6.9,63
tt7517142,movie,Too Much Life,Too Much Life,0,2023,\N,90,Drama,6.9,61
tt12439850,movie,The Gigantes,The Gigantes,0,2021,\N,94,Drama,6.8,64
tt11337654,movie,Estación catorce,Estación catorce,0,2021,\N,87,Drama,6.8,65
tt13017082,movie,Voices in Deep,Voices in Deep,0,2023,\N,94,Drama,6.8,50
tt10471376,movie,Girls Don't Cry,Le ragazze non piangono,0,2022,\N,105,Drama,6.8,88
tt13930830,movie,Pure Grit,Pure Grit,0,2021,\N,92,Documentary,6.8,82
tt15761294,movie,Not Out,Not Out,0,2022,\N,88,Drama,6.8,64
tt18080074,tvMovie,"Moi, Christiane F, 13 ans, droguée, prostituée... - Une génération perdue","Moi, Christiane F, 13 ans, droguée, prostituée... - Une génération perdue",0,2022,\N,53,Documentary,6.8,75
tt19177446,movie,Viennese Coffee,Videnska kava,0,2022,\N,95,Comedy,6.8,58
tt14795302,movie,A Part of Us,A Metade de Nós,0,2023,\N,89,Drama,6.8,57
tt16091194,movie,Il migliore: Marco Pantani,Il migliore: Marco Pantani,0,2021,\N,103,Documentary,6.8,68
tt15678902,movie,Our American Family,Our American Family,0,2021,\N,88,Documentary,6.8,59
tt15440312,movie,Re-Enter the New York Ninja,Re-Enter the New York Ninja,0,2021,\N,47,Documentary,6.8,55
tt16733276,movie,Napoleon: In the Name of Art,Napoleone - Nel nome dell'arte,0,2021,\N,100,Documentary,6.8,65
tt15714516,movie,"Blood, Guts and Sunshine","Blood, Guts and Sunshine",0,2022,\N,127,Documentary,6.8,55
tt15282266,movie,I väntan på Jan Myrdals död,I väntan på Jan Myrdals död,0,2021,\N,75,Documentary,6.8,53
tt18270328,movie,2022 Oscar Nominated Short Films: Live Action,2022 Oscar Nominated Short Films: Live Action,0,2022,\N,120,Drama,6.8,62
tt15158530,movie,Dark Room,Dark Room,0,2021,\N,87,Drama,6.8,69
tt17060716,tvMovie,"Michael Haneke, Cineaste of Our Times","Michael Haneke, Cineaste of Our Times",0,2022,\N,51,Documentary,6.8,70
tt14947168,movie,A Decent Home,A Decent Home,0,2022,\N,86,Documentary,6.8,58
tt16345430,movie,To the Summit,Wu jin pan deng,0,2021,\N,92,Documentary,6.8,58
tt15548866,tvMovie,The Fragile Colossus,Le colosse aux pieds d'argile,0,2022,\N,91,Drama,6.8,56
tt21147534,movie,Boys on Film 22: Love to Love You,Boys on Film 22: Love to Love You,0,2022,\N,142,Drama,6.8,66
tt15215056,movie,Dark Red Forest,Dark Red Forest,0,2021,\N,85,Documentary,6.8,64
tt21216754,movie,National Theatre Live: Othello,National Theatre Live: Othello,0,2023,\N,185,Drama,6.8,90
tt16679082,movie,Ananta (The Eternal),Ananta (The Eternal),0,2022,\N,118,Drama,6.8,73
tt21190172,movie,Kristina,Kristina,0,2022,\N,90,Drama,6.8,77
tt19874876,movie,The Art of Silence,L'art du silence,0,2022,\N,81,Documentary,6.8,52
tt14631532,movie,The Dutch Boys,The Dutch Boys,0,2021,\N,98,Drama,6.8,83
tt18253392,tvMovie,Russia vs. Russia,"Russie, le poison autoritaire",0,2022,\N,53,Documentary,6.8,70
tt19365890,movie,Scrap,Scrap,0,2022,\N,78,Documentary,6.8,81
tt18690252,movie,Our Bodies Are Your Battlefields,Nos corps sont vos champs de bataille,0,2021,\N,100,Documentary,6.8,89
tt16528666,tvMovie,The Anti-Vax Conspiracy,Antivax - Les marchands de doute,0,2021,\N,91,Documentary,6.8,51
tt15325448,movie,Things Unsaid,Things Unsaid,0,2022,\N,95,Drama,6.8,68
tt17538180,movie,Dissolved,Dissolved,0,2021,\N,106,Drama,6.8,51
tt15511174,movie,The Last Birds of Passage,Turna Misali,0,2021,\N,99,Drama,6.8,54
tt15435040,movie,In the Morning of La Petite Mort,In the Morning of La Petite Mort,0,2021,\N,98,Drama,6.8,58
tt26255954,movie,Europa,Europa,0,2023,\N,97,Drama,6.8,87
tt24577578,movie,Transfariana,Transfariana,0,2023,\N,153,Documentary,6.8,58
tt28529490,movie,"A Day, 365 Hours","A Day, 365 Hours",0,2023,\N,79,Documentary,6.8,60
tt25052606,movie,Duet,Duet,0,2022,\N,72,Documentary,6.8,87
tt22171858,movie,A Wild Roomer,Goein,0,2022,\N,136,Drama,6.8,65
tt21435350,movie,Passport,Passport,0,2022,\N,110,Comedy,6.8,88
tt27550984,movie,Heart for the Holidays,Heart for the Holidays,0,2023,\N,\N,Drama,6.8,73
tt26448963,movie,My Worst Enemy,Mon pire ennemi,0,2023,\N,82,Documentary,6.8,54
tt22781826,movie,The Other Widow,The Other Widow,0,2022,\N,83,Drama,6.8,90
tt21907468,movie,Zapiski po edno predatelstvo,Zapiski po edno predatelstvo,0,2023,\N,94,Drama,6.8,82
tt27118262,movie,The Way of Generations,The Way of Generations,0,2023,\N,87,Drama,6.8,51
tt29866107,tvMovie,Eher fliegen hier UFOs,Eher fliegen hier UFOs,0,2023,\N,89,Drama,6.8,52
tt29644034,movie,Soleils Atikamekw,Soleils Atikamekw,0,2023,\N,103,Drama,6.8,72
tt23319678,movie,Matt Braunger: Doug,Matt Braunger: Doug,0,2022,\N,\N,Comedy,6.8,51
tt29230643,movie,Una flor en el barro,Una flor en el barro,0,2023,\N,98,Drama,6.8,77
tt23147136,tvMovie,Evil Among Us: Ted Bundy,Evil Among Us: Ted Bundy,0,2022,\N,85,Documentary,6.8,58
tt22927636,movie,Allensworth,Allensworth,0,2022,\N,65,Documentary,6.8,59
tt27990197,movie,Raakadhan,Raakadhan,0,2023,\N,114,Drama,6.8,61
tt27761490,movie,Nganù,Nganù,0,2023,\N,101,Drama,6.8,71
tt22085704,movie,Cuando la miro,Cuando la miro,0,2022,\N,82,Drama,6.8,87
tt28221665,tvMovie,"Gregory Peck, the Gentleman Actor","Gregory Peck, le gentleman acteur",0,2022,\N,52,Documentary,6.8,67
tt25809450,movie,Kami wa Mikaeri wo Motomeru,Kami wa Mikaeri wo Motomeru,0,2022,\N,105,Drama,6.8,69
tt28650951,movie,The Price of Truth,The Price of Truth,0,2023,\N,84,Documentary,6.8,84
tt27454451,movie,Giorni felici,Giorni felici,0,2023,\N,88,Drama,6.8,58
tt24637896,tvMovie,Searching for Planet 9,À la recherche de planète 9,0,2022,\N,55,Documentary,6.8,68
tt28516806,movie,Malqueridas,Malqueridas,0,2023,\N,74,Documentary,6.8,68
tt27232590,tvMovie,Gone Before Her Time: Brittany Murphy,Gone Before Her Time: Brittany Murphy,0,2023,\N,86,Documentary,6.8,65
tt33292899,movie,Rentaru Famirii,Rentaru Famirii,0,2023,\N,107,Drama,6.8,69
tt9053344,movie,Van Gogh in Love,Van Gogh in Love,0,2021,\N,93,Comedy,6.8,61
tt9413078,movie,Jaguar Man,Homem Onça,0,2021,\N,93,Drama,6.8,68
tt9675374,movie,Two Dogs,Two Dogs,0,2021,\N,82,Drama,6.8,73
tt11082146,movie,Dante's Heaven,Dante's Heaven,0,2021,\N,112,Drama,6.7,63
tt11703882,movie,A Long Break,Didi shesveneba,0,2022,\N,110,Drama,6.7,78
tt13498862,movie,Robin Bank,Robin Bank,0,2022,\N,80,Documentary,6.7,63
tt13802544,movie,LasVegas,LasVegas,0,2023,\N,98,Drama,6.7,60
tt11777570,movie,Deadlock,Zastoj,0,2021,\N,87,Drama,6.7,68
tt13938062,movie,L'afide e la formica,L'afide e la formica,0,2021,\N,90,Drama,6.7,68
tt11238150,movie,Zahorí,Zahorí,0,2021,\N,105,Drama,6.7,82
tt12836378,movie,The Tinderbox,The Tinderbox,0,2022,\N,91,Documentary,6.7,51
tt13806424,movie,By the Grace of...,By the Grace of...,0,2021,\N,89,Drama,6.7,50
tt11853308,movie,Dinner Party,Dinner Party,0,2021,\N,90,Drama,6.7,73
tt13231034,movie,Code Name: Nagasaki,Kodenavn: Nagasaki,0,2021,\N,70,Documentary,6.7,81
tt13848044,movie,Luchadoras,Luchadoras,0,2021,\N,93,Documentary,6.7,79
tt15555264,movie,Clytaemnestra,Clytaemnestra,0,2021,\N,70,Drama,6.7,64
tt15764122,tvMovie,War in Europe - Drama in Ukraine,Krieg in Europa - Das Ukraine-Drama,0,2021,\N,90,Documentary,6.7,80
tt14891930,movie,Before Next Spring,Ru guo you yi tian wo jiang hui li kai ni,0,2021,\N,105,Drama,6.7,82
