tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes
tt10583596,movie,Skin of Glass,Skin of Glass,0,2023,\N,90,Documentary,7.8,66
tt10623178,movie,Alida,Alida,0,2021,\N,105,Documentary,7.8,67
tt15205238,movie,It Is Not Over Yet,Det er ikke slut endnu,0,2021,\N,95,Documentary,7.8,55
tt16399570,movie,Fi Alkhamsina,Fi Alkhamsina,0,2021,\N,91,Drama,7.8,69
tt14303576,movie,Fly So Far,Fly So Far,0,2021,\N,88,Documentary,7.8,66
tt18935358,movie,A Gamer's Journey: The Definitive History of Shenmue,A Gamer's Journey: The Definitive History of Shenmue,0,2023,\N,83,Documentary,7.8,70
tt19033984,movie,Eleven Days in May,Eleven Days in May,0,2022,\N,85,Documentary,7.8,87
tt15012312,movie,Brad Pitt: Breaking Hollywood,Brad Pitt: Breaking Hollywood,0,2021,\N,49,Documentary,7.8,53
tt21237894,movie,Barren,Barren,0,2022,\N,108,Drama,7.8,77
tt14552532,movie,Looking for Horses,Looking for Horses,0,2021,\N,88,Documentary,7.8,53
tt14811294,movie,James Hemings: Ghost in America's Kitchen,James Hemings: Ghost in America's Kitchen,0,2022,\N,63,Documentary,7.8,51
tt21029660,movie,Three Promises,Three Promises,0,2023,\N,61,Documentary,7.8,71
tt20516478,movie,The Real Derry: Jamie-Lee O'Donnell,The Real Derry: Jamie-Lee O'Donnell,0,2022,\N,46,Documentary,7.8,75
tt14210794,movie,Alanti Sitralu,Alanti Sitralu,0,2021,\N,141,Drama,7.8,68
tt15891966,movie,Jason,Jason,0,2021,\N,90,Documentary,7.8,58
tt14212580,movie,Fast fashion - Les dessous de la mode à bas prix,Fast fashion - Les dessous de la mode à bas prix,0,2021,\N,92,Documentary,7.8,58
tt18259454,movie,Fire Front,Fire Front,0,2022,\N,92,Documentary,7.8,66
tt18335580,movie,Dharti latar re horo,Dharti latar re horo,0,2022,\N,95,Drama,7.8,51
tt17039442,movie,Valley of Exile,Valley of Exile,0,2023,\N,106,Drama,7.8,83
tt21857550,movie,Rise Up,Rise Up,0,2022,\N,92,Documentary,7.8,89
tt26756883,movie,Adieu sauvage,Adieu sauvage,0,2023,\N,90,Documentary,7.8,50
tt30430981,movie,David Attenborough: A Life on Earth,David Attenborough: A Life on Earth,0,2023,\N,50,Documentary,7.8,89
tt26437775,movie,Dark Blue Night,Dark Blue Night,0,2021,\N,\N,Drama,7.8,82
tt21439102,movie,Good Old Czechs,Good Old Czechs,0,2022,\N,83,Documentary,7.8,58
tt23849788,movie,Own Forest,Own Forest,0,2023,\N,\N,Documentary,7.8,57
tt28499644,movie,Deity,Orisa,0,2023,\N,109,Drama,7.8,88
tt27204568,movie,Children of the Taliban,Children of the Taliban,0,2023,\N,56,Documentary,7.8,86
tt28457839,movie,Rose Gold,Rose Gold,0,2023,\N,88,Documentary,7.8,51
tt25993150,movie,The Final War: The 100 Year Plot to Defeat America,The Final War: The 100 Year Plot to Defeat America,0,2022,\N,156,Documentary,7.8,61
tt27329017,movie,When the Seedlings Grow-Gava Sitil Mezin Dibin,When the Seedlings Grow-Gava Sitil Mezin Dibin,0,2022,\N,83,Drama,7.8,68
tt28224825,movie,Brothers After War,Brothers After War,0,2023,\N,108,Documentary,7.8,81
tt3034316,movie,L.A.: A Queer History,L.A. A Queer History,0,2021,\N,120,Documentary,7.8,59
tt21998476,movie,Ciné-Guerrillas: Scenes from the Labudovic Reels,Ciné-Guerrillas: Scenes from the Labudovic Reels,0,2022,\N,94,Documentary,7.8,73
tt7498372,movie,Splice Here: A Projected Odyssey,Splice Here: A Projected Odyssey,0,2022,\N,117,Documentary,7.8,86
tt8459190,movie,Never Forget Tibet,Never Forget Tibet,0,2022,\N,94,Documentary,7.8,64
tt13045980,movie,An Angelic Christmas,An Angelic Christmas,0,2022,\N,\N,Drama,7.7,74
tt10938882,movie,Love Doll,Love Doll,0,2022,\N,\N,Comedy,7.7,59
tt13882316,movie,Who Owns My Village?,Wem gehört mein Dorf?,0,2021,\N,96,Documentary,7.7,58
tt10407144,movie,Mama Bears,Mama Bears,0,2022,\N,90,Documentary,7.7,85
tt10690722,movie,Jess Plus None,Jess Plus None,0,2023,\N,101,Comedy,7.7,77
tt11834562,movie,"Labordeta, un hombre sin más","Labordeta, un hombre sin más",0,2022,\N,93,Documentary,7.7,61
tt12463774,movie,Doug and the Slugs & Me,Doug and the Slugs & Me,0,2022,\N,88,Documentary,7.7,62
tt14006632,movie,One with the Whale,One with the Whale,0,2023,\N,90,Documentary,7.7,71
tt14506416,movie,VanRakshak,VanRakshak,0,2021,\N,93,Drama,7.7,55
tt14614698,movie,The Way of Miracles,The Way of Miracles,0,2021,\N,82,Documentary,7.7,52
tt15374820,movie,In Search of Monsters,Slahi und seine Folterer - Das Leben nach Guantanamo,0,2021,\N,88,Documentary,7.7,74
tt14854142,movie,Cheraathukal,Cheraathukal,0,2021,\N,143,Drama,7.7,54
tt14754884,movie,Charm Circle,Charm Circle,0,2021,\N,79,Documentary,7.7,63
tt21141008,movie,Periodical,Periodical,0,2023,\N,93,Documentary,7.7,89
tt15548278,movie,Unframed,Eonpeureimdeu,0,2021,\N,130,Drama,7.7,52
tt18378996,tvMovie,Maryland,Maryland,0,2022,\N,25,Drama,7.7,86
tt19298716,movie,Into the Weeds,Into the Weeds,0,2022,\N,96,Documentary,7.7,57
tt18304684,movie,America's Deadliest Rock Concert: The Guest List,America's Deadliest Rock Concert: The Guest List,0,2022,\N,89,Documentary,7.7,68
tt14726278,movie,The Right to Read,The Right to Read,0,2023,\N,80,Documentary,7.7,51
tt21157344,movie,In the Name of Gerry Conlon,In the Name of Gerry Conlon,0,2022,\N,\N,Documentary,7.7,56
tt17065440,movie,Boca Chica,Boca Chica,0,2023,\N,97,Drama,7.7,58
tt16138938,movie,Refuge,Refuge,0,2021,\N,78,Documentary,7.7,52
tt30767039,movie,"ABBA Silver, ABBA Gold","ABBA Silver, ABBA Gold",0,2023,\N,51,Documentary,7.7,56
tt21856878,movie,Blow-Ins,Blow-Ins,0,2022,\N,52,Documentary,7.7,62
tt29215800,movie,"Modernism, Inc.: The Eliot Noyes Design Story","Modernism, Inc.: The Eliot Noyes Design Story",0,2023,\N,118,Documentary,7.7,52
tt27496148,movie,Min vän Freddie,Min vän Freddie,0,2023,\N,59,Documentary,7.7,54
tt22873448,movie,Much Ado About Dying,Much Ado About Dying,0,2022,\N,84,Documentary,7.7,77
tt8998888,movie,The Devil's Drivers,The Devil's Drivers,0,2021,\N,90,Documentary,7.7,64
tt9351788,movie,Art & Krimes by Krimes,Art & Krimes by Krimes,0,2021,\N,85,Documentary,7.7,72
tt14088136,movie,Eye of the Storm,Eye of the Storm,0,2021,\N,78,Documentary,7.6,50
tt12036676,movie,In Her Name,In Her Name,0,2022,\N,100,Drama,7.6,68
tt11973834,movie,The Art of Incarceration,The Art of Incarceration,0,2021,\N,81,Documentary,7.6,61
tt11179000,movie,A Mother's Touch,A Mother's Touch,0,2022,\N,\N,Drama,7.6,60
tt12967452,tvMovie,"Leigh-Anne: Race, Pop & Power","Leigh-Anne: Race, Pop & Power",0,2021,\N,\N,Documentary,7.6,64
tt10920562,movie,Under Spanish Skies,Under Spanish Skies,0,2022,\N,89,Drama,7.6,74
tt13583466,movie,The Eternal Moment,"Sergio Larrain, el instante eterno",0,2022,\N,90,Documentary,7.6,64
tt14560726,movie,El Silencio del Topo,El Silencio del Topo,0,2021,\N,91,Documentary,7.6,62
tt19797378,movie,For Tomorrow - A Documentary on Grassroots Innovators,For Tomorrow - A Documentary on Grassroots Innovators,0,2022,\N,72,Documentary,7.6,50
tt15796522,movie,The Long Walk,The Long Walk,0,2021,\N,90,Documentary,7.6,75
tt20236978,movie,Love in the Time of Fentanyl,Love in the Time of Fentanyl,0,2022,\N,85,Documentary,7.6,72
tt17886914,movie,The Loyola Project,The Loyola Project,0,2022,\N,88,Documentary,7.6,55
tt16255832,movie,Dear Memories - A journey with Magnum Photographer Thomas Hoepker,Dear Memories - Eine Reise mit dem Magnum-Fotografen Thomas Hoepker,0,2022,\N,95,Documentary,7.6,55
tt16390870,movie,The Great Postal Heist,The Great Postal Heist,0,2022,\N,96,Documentary,7.6,56
tt21220930,movie,A Holy Conspiracy,A Holy Conspiracy,0,2022,\N,143,Drama,7.6,84
tt19178662,movie,Uýra: The Rising Forest,Uýra: A Retomada da Floresta,0,2022,\N,72,Documentary,7.6,87
tt14246676,movie,Art and Pep,Art and Pep,0,2022,\N,88,Documentary,7.6,66
tt16419284,movie,Beyond the Reef,Beyond the Reef,0,2022,\N,70,Documentary,7.6,55
tt14929352,tvMovie,Next Door: Fear,Na Porta ao Lado: Medo,0,2021,\N,45,Drama,7.6,67
tt17066058,movie,Pieces,Pieces,0,2022,\N,87,Drama,7.6,58
tt20599488,movie,What Words Can Do,O Que Podem as Palavras,0,2022,\N,76,Documentary,7.6,51
tt16915214,movie,West Side Story: Breaking Barriers,West Side Story: Breaking Barriers,0,2021,\N,72,Documentary,7.6,61
tt16389910,movie,Rookie Season,Rookie Season,0,2022,\N,76,Documentary,7.6,54
tt17544496,movie,Come with Me to the Cinema - The Gregors,Komm mit mir in das Cinema - Die Gregors,0,2022,\N,155,Documentary,7.6,50
tt17634108,movie,Happy Clothes: A Film About Patricia Field,Happy Clothes: A Film About Patricia Field,0,2023,\N,100,Documentary,7.6,87
tt15432290,movie,The Art of Making It,The Art of Making It,0,2021,\N,94,Documentary,7.6,57
tt19768220,movie,Role Model,Vzornik,0,2023,\N,98,Drama,7.6,88
tt30692427,movie,Vivre avec les loups,Vivre avec les loups,0,2023,\N,89,Documentary,7.6,69
tt22528920,movie,Single,Single,0,2023,\N,142,Comedy,7.6,56
tt26687660,movie,Made in Chittagong,Made in Chittagong,0,2023,\N,130,Drama,7.6,84
tt28436200,movie,Feel and Stay,Feel and Stay,0,2023,\N,46,Drama,7.6,57
tt23333528,movie,Nel nostro cielo un rombo di tuono,Nel nostro cielo un rombo di tuono,0,2022,\N,165,Documentary,7.6,85
tt22379578,movie,La Ultima Oportunidad,La Ultima Oportunidad,0,2022,\N,69,Comedy,7.6,62
tt27449919,movie,Unbillievable,Unbillievable,0,2023,\N,104,Comedy,7.6,50
tt26734116,movie,Dados,Dados,0,2023,\N,102,Comedy,7.6,55
tt22171962,movie,Shivamma,Shivamma,0,2022,\N,104,Drama,7.6,88
tt28699792,movie,Kirtan,Kirtan,0,2023,\N,135,Drama,7.6,71
tt22073644,movie,Al Hayba the Documentary,Al Hayba the Documentary,0,2022,\N,\N,Documentary,7.6,50
tt27130805,movie,One Lyfe to Life,One Lyfe to Life,0,2023,\N,120,Drama,7.6,64
tt21446798,movie,Verdigris,Verdigris,0,2023,\N,95,Drama,7.6,56
tt5878346,movie,American Badass: A Michael Madsen Retrospective,American Badass: A Michael Madsen Retrospective,0,2023,\N,90,Documentary,7.6,85
tt12483148,movie,The High Frontier: The Untold Story of Gerard K. O'Neill,The High Frontier: The Untold Story of Gerard K. O'Neill,0,2021,\N,88,Documentary,7.5,71
tt10358566,movie,Loren & Rose,Loren & Rose,0,2022,\N,83,Drama,7.5,61
tt13970358,tvMovie,Boom und Crash - Wie Spekulation ins Chaos führt,Boom und Crash - Wie Spekulation ins Chaos führt,0,2021,\N,82,Documentary,7.5,50
tt13859800,tvMovie,Das Boot: Welterfolg aus der Tiefe,Das Boot: Welterfolg aus der Tiefe,0,2021,\N,54,Documentary,7.5,62
tt15701002,movie,Ennivar,Ennivar,0,2023,\N,95,Drama,7.5,67
tt15583246,movie,Invisible History: Middle Florida's Hidden Roots,Invisible History: Middle Florida's Hidden Roots,0,2021,\N,60,Documentary,7.5,79
tt14950394,tvMovie,Les résistants de Mauthausen,Les résistants de Mauthausen,0,2021,\N,52,Documentary,7.5,63
tt17526306,movie,The Invention of Cinema: Cinema's First Colors,Le cinéma inventé: les premières couleurs du cinéma,0,2021,\N,65,Documentary,7.5,65
tt18767232,movie,Dashuri dhe Turbulenca,Dashuri dhe Turbulenca,0,2022,\N,90,Comedy,7.5,62
tt18247358,movie,Amityville - The Resurgence,Amityville: The Resurgence,0,2022,\N,83,Documentary,7.5,73
tt14867142,movie,City of Queens,City of Queens,0,2021,\N,82,Documentary,7.5,89
tt14366176,movie,Vivo,Vivo,0,2021,\N,80,Documentary,7.5,62
tt14507178,movie,Behind the Headlines,Behind the Headlines,0,2021,\N,90,Documentary,7.5,88
tt19393978,movie,Strangers,Strangers,0,2022,\N,118,Drama,7.5,87
tt15548914,movie,MONTAUK77,Montauk77,0,2021,\N,94,Drama,7.5,51
tt16781874,movie,Daiki Tsuneta Tokyo Chaotic,Daiki Tsuneta Tokyo Chaotic,0,2021,\N,99,Documentary,7.5,55
tt14846116,movie,Ciurè,Ciurè,0,2022,\N,110,Drama,7.5,57
tt14215872,movie,Mirador,Mirador,0,2021,\N,94,Drama,7.5,58
tt20768892,movie,Exhibition on Screen: Pissarro: Father of Impressionism,Exhibition On Screen: Pissarro: Father of Impressionism,0,2022,\N,94,Documentary,7.5,59
tt15150424,movie,Ayinla,Ayinla,0,2021,\N,119,Drama,7.5,67
tt14623056,movie,Accepted,Accepted,0,2021,\N,92,Documentary,7.5,86
tt24325382,movie,Maalai Nera Malipoo,Maalai Nera Malipoo,0,2022,\N,119,Drama,7.5,86
tt26612579,movie,Manifesto,Manifesto,0,2022,\N,68,Documentary,7.5,64
tt28517189,movie,Bauryna Salu,Bauryna Salu,0,2023,\N,113,Drama,7.5,75
tt26250432,movie,Which Colour?,Kayo kayo colour?,0,2023,\N,96,Drama,7.5,70
tt24514130,movie,Omission,Omission,0,2023,\N,70,Drama,7.5,63
tt22670174,movie,National Theatre Live: Jack Absolute Flies Again,National Theatre Live: Jack Absolute Flies Again,0,2022,\N,180,Comedy,7.5,65
tt27683670,movie,Tesla's Medicine: The Universal Fluid,Tesla's Medicine: The Universal Fluid,0,2022,\N,90,Documentary,7.5,67
tt22889100,movie,Amar Colony,Amar Colony,0,2022,\N,75,Drama,7.5,52
tt22770998,movie,Loan Wolves,Loan Wolves,0,2022,\N,90,Documentary,7.5,62
tt26745680,movie,Motherland,Motherland,0,2023,\N,92,Documentary,7.5,90
tt9361216,movie,Colombo,Colombo,0,2021,\N,90,Drama,7.5,65
tt13161934,movie,PR,PR,0,2022,\N,135,Drama,7.4,62
tt12980536,movie,I'm Too Old for This Sh*t: A Heavy Metal Fairy Tale,I'm Too Old for This Sh*t: A Heavy Metal Fairy Tale,0,2021,\N,89,Documentary,7.4,52
tt10450832,movie,Jack London's Martin Eden,Martin Eden,0,2021,\N,103,Drama,7.4,75
tt13408944,movie,A Song for Imogene,A Song for Imogene,0,2023,\N,103,Drama,7.4,87
tt13327864,movie,Crop Circle Realities,Crop Circle Realities,0,2021,\N,67,Documentary,7.4,75
tt10474162,movie,Commitment to Life,Commitment to Life,0,2023,\N,115,Documentary,7.4,78
tt14011882,movie,Roger Federer. The Reunion.,Roger Federer. The Reunion.,0,2021,\N,\N,Documentary,7.4,72
tt10600902,movie,Women Behind the Wheel,Women Behind the Wheel,0,2022,\N,96,Documentary,7.4,50
tt19488354,movie,Just Let Me Go,Já Nada Sei,0,2022,\N,93,Drama,7.4,52
tt18307286,movie,The Informant: Fear and Faith in the Heartland,The Informant: Fear and Faith in the Heartland,0,2021,\N,60,Documentary,7.4,70
tt19867050,movie,Cavewoman,Cavewoman,0,2022,\N,94,Drama,7.4,55
tt15438822,movie,Ghosts of Afghanistan,Ghosts of Afghanistan,0,2021,\N,89,Documentary,7.4,60
tt14439530,movie,Ostrov - Lost Island,Ostrov - Lost Island,0,2021,\N,92,Documentary,7.4,83
tt19849852,movie,Simona,Simona,0,2022,\N,91,Documentary,7.4,89
tt19797962,movie,Eurodonbas,Eurodonbas,0,2022,\N,73,Documentary,7.4,74
tt19800194,movie,Sansón and Me,Sansón and Me,0,2022,\N,83,Documentary,7.4,59
tt14967628,movie,"20,000 Meters Under the Earth, in search of the giant cave's mystery",Das Riesending,0,2021,\N,90,Documentary,7.4,57
tt15333582,movie,Sugarless,Sugarless,0,2022,\N,130,Comedy,7.4,88
tt17009282,movie,Comuneros,Comuneros,0,2022,\N,84,Documentary,7.4,71
tt14894954,movie,Bangla Surf Girls,Bangla Surf Girls,0,2021,\N,86,Documentary,7.4,54
tt14797614,movie,Into the Spotlight,Into the Spotlight,0,2023,\N,\N,Drama,7.4,89
tt20310970,movie,Negatyw,Negatyw,0,2022,\N,75,Drama,7.4,75
tt15339780,movie,The 7 Churches of Revelation: Times of Fire,The 7 Churches of Revelation: Times of Fire,0,2021,\N,94,Documentary,7.4,54
tt14439898,movie,Paraíso,Paraíso,0,2021,\N,84,Documentary,7.4,65
tt17067140,movie,Razing Liberty Square,Razing Liberty Square,0,2023,\N,86,Documentary,7.4,51
tt14949724,movie,27 September,27 September,0,2021,\N,\N,Drama,7.4,71
tt14636620,movie,First Lady 3,First Lady 3,0,2021,\N,107,Drama,7.4,67
tt16991146,movie,Posso entrare? An ode to Naples,Posso entrare? An ode to Naples,0,2023,\N,108,Documentary,7.4,55
tt21054818,movie,Luminous,Luminous,0,2022,\N,95,Documentary,7.4,87
tt20225310,movie,Tilos Weddings,Oi gamoi tis Tilou,0,2022,\N,74,Documentary,7.4,57
tt20118774,movie,Jhilli (Discards),Jhilli (Discards),0,2021,\N,93,Drama,7.4,72
tt20159960,tvMovie,Bachelor's Ramadan,Bachelor's Ramadan,0,2022,\N,87,Comedy,7.4,75
tt16404094,movie,Naked Gardens,Naked Gardens,0,2022,\N,90,Documentary,7.4,63
tt21287998,movie,Panchatantra Kathalu,Panchatantra Kathalu,0,2022,\N,143,Drama,7.4,81
tt27504119,movie,Larry Dean: Fandan,Larry Dean: Fandan,0,2023,\N,\N,Comedy,7.4,58
tt26006524,movie,Mississippi River Styx,Mississippi River Styx,0,2023,\N,85,Documentary,7.4,61
tt27458959,movie,Another Cursed Movie,Otra película maldita,0,2023,\N,120,Documentary,7.4,53
tt25030016,movie,Kelly,Kelly,0,2023,\N,91,Documentary,7.4,56
tt29252639,movie,No Farmers No Food: Will You Eat the Bugs?,No Farmers No Food: Will You Eat the Bugs?,0,2023,\N,\N,Documentary,7.4,53
tt26229700,movie,Planet Soil,Onder het maaiveld,0,2023,\N,83,Documentary,7.4,73
tt29764936,movie,Another Day of Hope,You shi chong man xi wang de yi tian,0,2023,\N,131,Drama,7.4,55
tt23134582,movie,Bandhu,Bandhu,0,2022,\N,\N,Comedy,7.4,52
tt24132824,movie,Shot in the Arm,Shot in the Arm,0,2023,\N,89,Documentary,7.4,78
tt23034906,movie,Kagi,The Key -Professor's Pleasure- (Kagi),0,2022,\N,75,Drama,7.4,81
tt29313917,movie,Mvera,Mvera,0,2023,\N,117,Drama,7.4,57
tt26442984,tvMovie,Sa Majesté les mousses,Sa Majesté les mousses,0,2023,\N,53,Documentary,7.4,72
tt30023265,movie,Antipop,Antipop,0,2023,\N,60,Documentary,7.4,59
tt26696417,movie,The Taste of Mango,The Taste of Mango,0,2023,\N,75,Documentary,7.4,70
tt24082622,movie,Milisuthando,Milisuthando,0,2023,\N,128,Documentary,7.4,59
tt26084078,movie,The Arc of Oblivion,The Arc of Oblivion,0,2023,\N,105,Documentary,7.4,60
tt24803464,tvMovie,Deadly Secrets,Deadly Secrets,0,2022,\N,\N,Drama,7.4,52
tt27205596,movie,The UFOs of Soesterberg,De UFO's van Soesterberg,0,2023,\N,80,Documentary,7.4,77
tt8705332,movie,Match Of Life,Match Of Life,0,2022,\N,137,Comedy,7.4,73
tt9043484,movie,All Sorts,All Sorts,0,2021,\N,90,Comedy,7.4,85
tt9866220,movie,Chocolate Road,Chocolate Road,0,2021,\N,\N,Documentary,7.4,51
tt13154148,movie,BERG,Berg,0,2021,\N,79,Documentary,7.3,52
tt10947934,movie,Lisa Mania,Lisa Mania,0,2021,\N,81,Comedy,7.3,83
tt12745024,movie,A Perfect Day for Caribou,A Perfect Day for Caribou,0,2022,\N,95,Drama,7.3,75
tt10653008,movie,Tarrac,Tarrac,0,2022,\N,96,Drama,7.3,79
tt13886100,tvMovie,Katie Price: Harvey and Me,Katie Price: Harvey and Me,0,2021,\N,58,Documentary,7.3,58
tt14039944,movie,Holy Dilemma,Holy Dilemma,0,2022,\N,89,Documentary,7.3,90
tt13310354,movie,Oklahoma Mon Amour,Oklahoma Mon Amour,0,2021,\N,70,Drama,7.3,53
tt13839536,movie,Hurricane F.Y.T.,L'Ouragan F.Y.T.,0,2023,\N,110,Drama,7.3,87
tt13962432,movie,Going Om,Going Om,0,2021,\N,\N,Documentary,7.3,53
tt11300696,movie,Mister Sister,Mister Sister,0,2021,\N,108,Comedy,7.3,57
tt15565900,tvMovie,Hacking Democracy,"Propagande, les nouveaux manipulateurs",0,2021,\N,95,Documentary,7.3,54
tt19245940,movie,"Older Man, Younger Woman","Older Man, Younger Woman",0,2023,\N,\N,Drama,7.3,53
tt20205270,movie,Ghantadi,Ghantadi,0,2022,\N,\N,Comedy,7.3,54
tt15004832,movie,The Successful Loosers,The Successful Loosers,0,2021,\N,102,Drama,7.3,52
tt19817288,movie,Backlash: Misogyny in the Digital Age,Je vous salue salope: La misogynie au temps du numérique,0,2022,\N,80,Documentary,7.3,82
tt19784728,movie,Bella Ciao - Per la libertà,Bella Ciao - Per la libertà,0,2022,\N,100,Documentary,7.3,70
tt18501832,movie,Earth Protectors,Earth Protectors,0,2023,\N,96,Documentary,7.3,75
tt15012846,movie,"Me, We","Me, We",0,2021,\N,115,Drama,7.3,76
tt20863620,movie,Selection Code,Selection Code,0,2022,\N,61,Documentary,7.3,88
tt15296658,movie,Soup and Ideology,Supeuwa ide-ollogi,0,2021,\N,118,Documentary,7.3,73
tt16988956,tvMovie,100 Years of Ulysses,100 Years of Ulysses,0,2022,\N,109,Documentary,7.3,73
tt18072786,tvMovie,China: The Uyghur Drama,Chine: le drame ouïghour,0,2022,\N,105,Documentary,7.3,74
tt14697622,movie,Until Tomorrow,Until Tomorrow,0,2022,\N,106,Drama,7.3,55
tt19298844,movie,Make People Better,Make People Better,0,2022,\N,83,Documentary,7.3,76
tt16161404,movie,Housewitz,Housewitz,0,2021,\N,71,Documentary,7.3,74
tt19844458,movie,Daughters,Döttrar,0,2022,\N,90,Documentary,7.3,69
tt14797706,movie,Confessions of a Good Samaritan,Confessions of a Good Samaritan,0,2023,\N,105,Documentary,7.3,81
tt15732616,tvMovie,Und dann steht einer auf und öffnet das Fenster,Und dann steht einer auf und öffnet das Fenster,0,2022,\N,90,Drama,7.3,74
tt17080124,movie,Kalle Kosmonaut,Kalle Kosmonaut,0,2022,\N,99,Documentary,7.3,58
tt27489865,movie,Honey Money,Honey Money,0,2023,\N,\N,Drama,7.3,52
tt27001387,tvMovie,Cobalt WarsThe Dark Side of Electric Cars,"Cobalt, l'envers du rêve électrique",0,2023,\N,85,Documentary,7.3,54
tt21644774,movie,El Caso Padilla,El Caso Padilla,0,2022,\N,78,Documentary,7.3,72
tt24137440,movie,Plan C,Plan C,0,2023,\N,99,Documentary,7.3,70
tt23804450,movie,Still Standing,Still Standing,0,2023,\N,74,Documentary,7.3,57
tt28778091,tvMovie,The Tragedy of Macbeth,The Tragedy of Macbeth,0,2023,\N,\N,Drama,7.3,66
tt22506372,movie,Racist Trees,Racist Trees,0,2022,\N,88,Documentary,7.3,82
tt23221336,movie,4554,4554,0,2022,\N,119,Drama,7.3,57
tt27052939,tvMovie,Pegasus: A Spy in Your Pocket,"Pegasus, un espion dans votre poche",0,2023,\N,93,Documentary,7.3,68
tt28023853,tvMovie,KEN LOACH: The ART of ACTIVISM,"Ken Loach, le vent de la révolte",0,2023,\N,61,Documentary,7.3,54
tt26083046,movie,Wicked Games: Rimini Sparta,Böse Spiele - Rimini Sparta,0,2023,\N,205,Drama,7.3,69
tt27542490,movie,Cactus Hotel,Cactus Hotel,0,2023,\N,50,Documentary,7.3,55
tt27544261,movie,Q,Q,0,2023,\N,91,Documentary,7.3,84
tt5033568,movie,Milonga,Milonga,0,2023,\N,106,Drama,7.3,64
tt9104622,movie,Mirando Al Cielo,Mirando al Cielo,0,2023,\N,122,Drama,7.3,55
tt9897230,movie,Smiling Georgia,Smiling Georgia,0,2023,\N,62,Documentary,7.3,61
tt13098066,movie,When Men Were Men,When Men Were Men,0,2021,\N,96,Drama,7.2,53
tt13932972,movie,Truly Texas Mexican,Truly Texas Mexican,0,2021,\N,86,Documentary,7.2,71
tt13800230,movie,Connecting Flights,Connecting Flights,0,2021,\N,95,Drama,7.2,70
tt13624624,movie,The Wire,The Wire,0,2021,\N,75,Documentary,7.2,75
tt10697680,movie,The Human Solution,The Human Solution,0,2021,\N,100,Drama,7.2,58
tt11043724,movie,Quicksand,Quicksand,0,2023,\N,\N,Comedy,7.2,80
tt14117942,movie,5 miljoner steg,5 miljoner steg,0,2021,\N,58,Documentary,7.2,55
tt11691034,movie,Surviving Sex Trafficking,Surviving Sex Trafficking,0,2021,\N,70,Documentary,7.2,72
tt14336298,tvMovie,Generation Por Qué?,Generation Por Qué?,0,2021,\N,30,Comedy,7.2,61
tt19898576,movie,5 to 8,5 to 8,0,2022,\N,45,Documentary,7.2,64
tt14953706,movie,"Always, Lola","Always, Lola",0,2022,\N,87,Drama,7.2,70
tt14317618,movie,Göz Açip Kapayincaya Kadar,Göz Açip Kapayincaya Kadar,0,2021,\N,74,Documentary,7.2,79
tt15958598,movie,Turn Your Body to the Sun,Turn Your Body to the Sun,0,2021,\N,93,Documentary,7.2,88
tt16403870,movie,Eyang Ti,Eyang Ti,0,2021,\N,80,Drama,7.2,51
tt15663910,tvMovie,Mass-Market Retailing: The End of a System?,"Hypermarchés, la chute de l'empire",0,2021,\N,87,Documentary,7.2,58
tt14780728,movie,Salvador,Salvador,0,2021,\N,87,Drama,7.2,51
tt14430834,movie,Adult Adoption,Adult Adoption,0,2022,\N,90,Drama,7.2,65
tt16124748,movie,Mer Baky 4,Mer Baky 4,0,2021,\N,\N,Comedy,7.2,53
tt19844412,movie,Silent Love,Silent Love,0,2022,\N,72,Documentary,7.2,68
tt14812864,movie,The Mayberry Effect,The Mayberry Effect,0,2021,\N,90,Documentary,7.2,58
tt17449172,movie,A German Party,Eine deutsche Partei,0,2022,\N,110,Documentary,7.2,67
tt14686256,movie,Birds of America,Birds of America,0,2021,\N,80,Documentary,7.2,57
tt17050716,movie,Boney Piles,Terykony,0,2022,\N,80,Documentary,7.2,77
tt15394034,movie,Hide and Seek,Nascondino,0,2021,\N,85,Documentary,7.2,60
tt18915396,movie,The Kyiv Files,The Kyiv Files,0,2023,\N,78,Documentary,7.2,53
tt15351534,movie,Thomas a Peeper,Thomas a Peeper,0,2023,\N,82,Comedy,7.2,73
tt15734278,movie,A Marble Travelogue,A Marble Travelogue,0,2021,\N,96,Documentary,7.2,58
tt14565248,movie,O Vento Assobiando nas Gruas,O Vento Assobiando nas Gruas,0,2023,\N,93,Drama,7.2,54
tt19046126,movie,Killed by a Rich Kid,Killed by a Rich Kid,0,2022,\N,\N,Documentary,7.2,61
tt21093922,movie,Mother and Daughter,Gyeongaheui ddal,0,2022,\N,117,Drama,7.2,79
tt14730998,movie,Plastic Earth,Plastic Earth,0,2023,\N,100,Documentary,7.2,64
tt16651306,movie,The Most Powerful Black Holes in the Universe,The Most Powerful Black Holes in the Universe,0,2021,\N,48,Documentary,7.2,56
tt20101630,movie,Magic Spot,Magic Spot,0,2022,\N,87,Comedy,7.2,80
tt15037396,movie,The Finellis Movie,The Finellis Movie,0,2022,\N,90,Comedy,7.2,75
tt16954518,movie,The Realm of God,El reino de Dios,0,2022,\N,73,Drama,7.2,51
